4.4766 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
4.4778 	INFO 	Loaded monitor calibration from ['2023_05_12 15:00']
4.6303 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x7f7bbd6af760>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x7f7bbd6af640>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1, -1, -1]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7f7bbd5ca670>, multiSample=False, name='window1', numSamples=2, pos=[356.0, 191.0], screen=0, size=array([1600, 1200]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
4.6304 	EXP 	window1: backgroundImage = ''
4.6304 	EXP 	window1: backgroundFit = 'none'
4.6396 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.6402 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.6407 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.6414 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.6421 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.6423 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.6428 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.6435 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.6437 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.6439 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.6444 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.6448 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.6453 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.6458 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.6462 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.6467 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.6472 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.6475 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.6478 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.6485 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.6487 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.6489 	DEBUG 	Uploading Texture Font fontname to graphics card
4.6517 	DEBUG 	Upload of Texture Font fontname complete
4.6568 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.6575 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.6582 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.6584 	DEBUG 	Uploading Texture Font fontname to graphics card
4.6602 	DEBUG 	Upload of Texture Font fontname complete
4.6617 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
4.6617 	EXP 	window1: recordFrameIntervals = False
4.7815 	EXP 	window1: recordFrameIntervals = True
5.6151 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

5.6223 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.6229 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.6240 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.6253 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.6264 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.6275 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.6280 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.6289 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.6300 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.6309 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.6312 	DEBUG 	Uploading Texture Font fontname to graphics card
5.6341 	DEBUG 	Upload of Texture Font fontname complete
5.6524 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
7.3159 	INFO 	keyboard.Keyboard is using iohub backend.
7.3159 	EXP 	3d-motion-direction-estimation: status = STARTED
7.3225 	EXP 	Created polygon = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-2.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='polygon', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.05, 0.05]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
