4.6238 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
4.6250 	INFO 	Loaded monitor calibration from ['2023_05_12 15:00']
4.7775 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x7f8729b31490>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x7f8729b319d0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1, -1, -1]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7f86f95e2940>, multiSample=False, name='window1', numSamples=2, pos=[356.0, 191.0], screen=0, size=array([1600, 1200]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
4.7776 	EXP 	window1: backgroundImage = ''
4.7776 	EXP 	window1: backgroundFit = 'none'
4.7858 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7864 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7869 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7876 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7883 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7885 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7890 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7898 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7899 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7901 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7906 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7911 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7916 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7921 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7925 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7930 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7935 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7938 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7941 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7948 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7950 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7952 	DEBUG 	Uploading Texture Font fontname to graphics card
4.7982 	DEBUG 	Upload of Texture Font fontname complete
4.8033 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8040 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8047 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8048 	DEBUG 	Uploading Texture Font fontname to graphics card
4.8067 	DEBUG 	Upload of Texture Font fontname complete
4.8082 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
4.8083 	EXP 	window1: recordFrameIntervals = False
4.9407 	EXP 	window1: recordFrameIntervals = True
5.7743 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

5.7821 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.7826 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.7835 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.7846 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.7856 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.7867 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.7872 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.7881 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.7892 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.7901 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.7904 	DEBUG 	Uploading Texture Font fontname to graphics card
5.7932 	DEBUG 	Upload of Texture Font fontname complete
