5.5070 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
5.5083 	INFO 	Loaded monitor calibration from ['2023_05_12 15:00']
5.6638 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x7f7ad27116d0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x7f7ad27115b0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1, -1, -1]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7f7ab117a580>, multiSample=False, name='window1', numSamples=2, pos=[356.0, 191.0], screen=0, size=array([1600, 1200]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
5.6638 	EXP 	window1: backgroundImage = ''
5.6638 	EXP 	window1: backgroundFit = 'none'
5.6729 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.6734 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.6740 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.6747 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.6753 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.6756 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.6761 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.6768 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.6770 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.6772 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.6777 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.6781 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.6786 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.6791 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
