4.6244 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
4.6255 	INFO 	Loaded monitor calibration from ['2023_05_12 15:00']
4.7785 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x7f80a20b9820>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x7f80a20b9700>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1, -1, -1]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7f80a2312730>, multiSample=False, name='window1', numSamples=2, pos=[356.0, 191.0], screen=0, size=array([1600, 1200]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
4.7786 	EXP 	window1: backgroundImage = ''
4.7786 	EXP 	window1: backgroundFit = 'none'
4.7881 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7886 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7892 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7898 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7905 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7908 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7913 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7920 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7921 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7923 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7928 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7933 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7938 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7943 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7947 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7952 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7957 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7960 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7963 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7970 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7972 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7974 	DEBUG 	Uploading Texture Font fontname to graphics card
4.8003 	DEBUG 	Upload of Texture Font fontname complete
4.8052 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8060 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8067 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8069 	DEBUG 	Uploading Texture Font fontname to graphics card
4.8088 	DEBUG 	Upload of Texture Font fontname complete
4.8104 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
4.8104 	EXP 	window1: recordFrameIntervals = False
4.9200 	EXP 	window1: recordFrameIntervals = True
5.7545 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

5.7619 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.7624 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.7633 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.7645 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.7655 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.7666 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.7670 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.7679 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.7689 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.7698 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.7701 	DEBUG 	Uploading Texture Font fontname to graphics card
5.7727 	DEBUG 	Upload of Texture Font fontname complete
5.7909 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
7.4528 	INFO 	keyboard.Keyboard is using iohub backend.
7.4529 	EXP 	3d-motion-direction-estimation: status = STARTED
